id,ticket_id,status,category,subject,descripton,created_date,resolved_date,assigned_to,created_at
704,TCK-1704,closed,hardware,Issue 704 subject,Description of issue 704,8/8/2023,8/12/2023,Charlie,11/28/2025 8:26
705,TCK-1705,closed,hardware,Issue 705 subject,Description of issue 705,6/8/2024,6/15/2024,Fiona,11/28/2025 8:26
706,TCK-1706,closed,access,Issue 706 subject,Description of issue 706,12/8/2023,12/10/2023,Fiona,11/28/2025 8:26
707,TCK-1707,in_progress,software,Issue 707 subject,Description of issue 707,4/28/2023,,Dana,11/28/2025 8:26
708,TCK-1708,in_progress,software,Issue 708 subject,Description of issue 708,8/13/2024,,Charlie,11/28/2025 8:26
709,TCK-1709,closed,other,Issue 709 subject,Description of issue 709,4/24/2023,4/26/2023,Charlie,11/28/2025 8:26
710,TCK-1710,closed,hardware,Issue 710 subject,Description of issue 710,7/2/2024,7/11/2024,Fiona,11/28/2025 8:26
711,TCK-1711,closed,other,Issue 711 subject,Description of issue 711,6/26/2024,6/30/2024,Dana,11/28/2025 8:26
712,TCK-1712,open,software,Issue 712 subject,Description of issue 712,2/23/2023,,Fiona,11/28/2025 8:26
713,TCK-1713,resolved,hardware,Issue 713 subject,Description of issue 713,6/22/2024,6/22/2024,Alice,11/28/2025 8:26
714,TCK-1714,resolved,access,Issue 714 subject,Description of issue 714,9/4/2024,9/9/2024,Dana,11/28/2025 8:26
715,TCK-1715,closed,hardware,Issue 715 subject,Description of issue 715,2/29/2024,3/2/2024,Alice,11/28/2025 8:26
716,TCK-1716,closed,network,Issue 716 subject,Description of issue 716,5/10/2024,5/12/2024,Evan,11/28/2025 8:26
717,TCK-1717,closed,software,Issue 717 subject,Description of issue 717,11/3/2024,11/5/2024,Fiona,11/28/2025 8:26
718,TCK-1718,closed,network,Issue 718 subject,Description of issue 718,2/26/2024,2/26/2024,Alice,11/28/2025 8:26
719,TCK-1719,resolved,hardware,Issue 719 subject,Description of issue 719,2/29/2024,3/5/2024,Dana,11/28/2025 8:26
720,TCK-1720,resolved,network,Issue 720 subject,Description of issue 720,4/26/2023,5/2/2023,Fiona,11/28/2025 8:26
721,TCK-1721,in_progress,access,Issue 721 subject,Description of issue 721,11/30/2023,,Dana,11/28/2025 8:26
722,TCK-1722,closed,other,Issue 722 subject,Description of issue 722,6/20/2024,6/25/2024,Charlie,11/28/2025 8:26
723,TCK-1723,open,network,Issue 723 subject,Description of issue 723,9/13/2024,,Alice,11/28/2025 8:26
724,TCK-1724,resolved,hardware,Issue 724 subject,Description of issue 724,10/30/2024,11/4/2024,Dana,11/28/2025 8:26
725,TCK-1725,closed,software,Issue 725 subject,Description of issue 725,11/14/2024,11/18/2024,Evan,11/28/2025 8:26
726,TCK-1726,resolved,hardware,Issue 726 subject,Description of issue 726,4/11/2023,4/15/2023,Evan,11/28/2025 8:26
727,TCK-1727,resolved,other,Issue 727 subject,Description of issue 727,10/31/2023,11/3/2023,Bob,11/28/2025 8:26
728,TCK-1728,resolved,network,Issue 728 subject,Description of issue 728,6/26/2023,7/1/2023,Charlie,11/28/2025 8:26
729,TCK-1729,open,other,Issue 729 subject,Description of issue 729,9/18/2023,,Charlie,11/28/2025 8:26
730,TCK-1730,closed,hardware,Issue 730 subject,Description of issue 730,8/7/2023,8/8/2023,Evan,11/28/2025 8:26
731,TCK-1731,in_progress,software,Issue 731 subject,Description of issue 731,10/9/2024,,Bob,11/28/2025 8:26
732,TCK-1732,in_progress,software,Issue 732 subject,Description of issue 732,3/23/2024,,Bob,11/28/2025 8:26
733,TCK-1733,closed,other,Issue 733 subject,Description of issue 733,4/6/2024,4/9/2024,Charlie,11/28/2025 8:26
734,TCK-1734,closed,software,Issue 734 subject,Description of issue 734,10/11/2024,10/20/2024,Bob,11/28/2025 8:26
735,TCK-1735,in_progress,other,Issue 735 subject,Description of issue 735,9/19/2024,,Fiona,11/28/2025 8:26
736,TCK-1736,closed,software,Issue 736 subject,Description of issue 736,12/13/2023,12/23/2023,Bob,11/28/2025 8:26
737,TCK-1737,resolved,network,Issue 737 subject,Description of issue 737,6/1/2023,6/5/2023,Fiona,11/28/2025 8:26
738,TCK-1738,in_progress,software,Issue 738 subject,Description of issue 738,3/10/2024,,Alice,11/28/2025 8:26
739,TCK-1739,resolved,hardware,Issue 739 subject,Description of issue 739,1/3/2023,1/8/2023,Evan,11/28/2025 8:26
740,TCK-1740,closed,software,Issue 740 subject,Description of issue 740,1/29/2024,2/8/2024,Bob,11/28/2025 8:26
741,TCK-1741,closed,access,Issue 741 subject,Description of issue 741,3/2/2024,3/9/2024,Bob,11/28/2025 8:26
742,TCK-1742,closed,other,Issue 742 subject,Description of issue 742,10/27/2024,10/27/2024,Charlie,11/28/2025 8:26
743,TCK-1743,open,network,Issue 743 subject,Description of issue 743,4/19/2023,,Fiona,11/28/2025 8:26
744,TCK-1744,open,software,Issue 744 subject,Description of issue 744,9/14/2024,,Alice,11/28/2025 8:26
745,TCK-1745,open,hardware,Issue 745 subject,Description of issue 745,12/20/2023,,Bob,11/28/2025 8:26
746,TCK-1746,open,other,Issue 746 subject,Description of issue 746,7/10/2023,,Alice,11/28/2025 8:26
747,TCK-1747,resolved,network,Issue 747 subject,Description of issue 747,12/23/2023,12/27/2023,Charlie,11/28/2025 8:26
748,TCK-1748,closed,network,Issue 748 subject,Description of issue 748,2/20/2024,2/20/2024,Evan,11/28/2025 8:26
749,TCK-1749,closed,hardware,Issue 749 subject,Description of issue 749,10/14/2024,10/21/2024,Alice,11/28/2025 8:26
750,TCK-1750,resolved,other,Issue 750 subject,Description of issue 750,12/26/2023,12/28/2023,Alice,11/28/2025 8:26
751,TCK-1751,closed,hardware,Issue 751 subject,Description of issue 751,1/25/2023,1/28/2023,Dana,11/28/2025 8:26
752,TCK-1752,resolved,software,Issue 752 subject,Description of issue 752,3/12/2024,3/13/2024,Fiona,11/28/2025 8:26
753,TCK-1753,in_progress,access,Issue 753 subject,Description of issue 753,9/27/2024,,Dana,11/28/2025 8:26
754,TCK-1754,resolved,hardware,Issue 754 subject,Description of issue 754,10/19/2023,10/19/2023,Dana,11/28/2025 8:26
755,TCK-1755,resolved,other,Issue 755 subject,Description of issue 755,7/12/2023,7/15/2023,Charlie,11/28/2025 8:26
756,TCK-1756,resolved,network,Issue 756 subject,Description of issue 756,5/31/2023,6/9/2023,Dana,11/28/2025 8:26
757,TCK-1757,closed,access,Issue 757 subject,Description of issue 757,12/31/2023,12/31/2023,Alice,11/28/2025 8:26
758,TCK-1758,open,software,Issue 758 subject,Description of issue 758,4/18/2024,,Evan,11/28/2025 8:26
759,TCK-1759,open,software,Issue 759 subject,Description of issue 759,7/11/2023,,Fiona,11/28/2025 8:26
760,TCK-1760,open,other,Issue 760 subject,Description of issue 760,11/26/2024,,Bob,11/28/2025 8:26
761,TCK-1761,open,access,Issue 761 subject,Description of issue 761,3/28/2024,,Dana,11/28/2025 8:26
762,TCK-1762,closed,network,Issue 762 subject,Description of issue 762,3/13/2023,3/14/2023,Evan,11/28/2025 8:26
763,TCK-1763,closed,hardware,Issue 763 subject,Description of issue 763,12/3/2023,12/8/2023,Alice,11/28/2025 8:26
764,TCK-1764,closed,network,Issue 764 subject,Description of issue 764,10/6/2024,10/6/2024,Evan,11/28/2025 8:26
765,TCK-1765,closed,software,Issue 765 subject,Description of issue 765,12/5/2023,12/10/2023,Evan,11/28/2025 8:26
766,TCK-1766,closed,other,Issue 766 subject,Description of issue 766,3/22/2023,3/30/2023,Alice,11/28/2025 8:26
767,TCK-1767,resolved,other,Issue 767 subject,Description of issue 767,12/8/2023,12/17/2023,Dana,11/28/2025 8:26
768,TCK-1768,in_progress,other,Issue 768 subject,Description of issue 768,7/27/2023,,Bob,11/28/2025 8:26
769,TCK-1769,resolved,access,Issue 769 subject,Description of issue 769,2/21/2024,2/22/2024,Bob,11/28/2025 8:26
770,TCK-1770,resolved,access,Issue 770 subject,Description of issue 770,6/24/2023,6/25/2023,Dana,11/28/2025 8:26
771,TCK-1771,in_progress,other,Issue 771 subject,Description of issue 771,9/21/2024,,Fiona,11/28/2025 8:26
772,TCK-1772,resolved,hardware,Issue 772 subject,Description of issue 772,10/7/2023,10/14/2023,Alice,11/28/2025 8:26
773,TCK-1773,in_progress,hardware,Issue 773 subject,Description of issue 773,5/4/2023,,Evan,11/28/2025 8:26
774,TCK-1774,resolved,access,Issue 774 subject,Description of issue 774,11/14/2024,11/23/2024,Charlie,11/28/2025 8:26
775,TCK-1775,in_progress,network,Issue 775 subject,Description of issue 775,2/1/2024,,Fiona,11/28/2025 8:26
776,TCK-1776,closed,software,Issue 776 subject,Description of issue 776,5/16/2024,5/19/2024,Charlie,11/28/2025 8:26
777,TCK-1777,resolved,software,Issue 777 subject,Description of issue 777,3/7/2023,3/12/2023,Alice,11/28/2025 8:26
778,TCK-1778,resolved,other,Issue 778 subject,Description of issue 778,12/4/2023,12/6/2023,Evan,11/28/2025 8:26
779,TCK-1779,open,network,Issue 779 subject,Description of issue 779,2/4/2024,,Bob,11/28/2025 8:26
780,TCK-1780,resolved,network,Issue 780 subject,Description of issue 780,9/10/2023,9/12/2023,Dana,11/28/2025 8:26
781,TCK-1781,closed,access,Issue 781 subject,Description of issue 781,1/27/2024,2/5/2024,Charlie,11/28/2025 8:26
782,TCK-1782,open,software,Issue 782 subject,Description of issue 782,5/23/2023,,Dana,11/28/2025 8:26
783,TCK-1783,resolved,other,Issue 783 subject,Description of issue 783,4/21/2024,4/28/2024,Charlie,11/28/2025 8:26
784,TCK-1784,open,hardware,Issue 784 subject,Description of issue 784,8/18/2023,,Alice,11/28/2025 8:26
785,TCK-1785,closed,hardware,Issue 785 subject,Description of issue 785,12/1/2024,12/3/2024,Dana,11/28/2025 8:26
786,TCK-1786,in_progress,hardware,Issue 786 subject,Description of issue 786,5/17/2023,,Fiona,11/28/2025 8:26
787,TCK-1787,resolved,network,Issue 787 subject,Description of issue 787,1/1/2024,1/11/2024,Fiona,11/28/2025 8:26
788,TCK-1788,resolved,software,Issue 788 subject,Description of issue 788,11/23/2024,11/25/2024,Charlie,11/28/2025 8:26
789,TCK-1789,open,software,Issue 789 subject,Description of issue 789,2/2/2024,,Bob,11/28/2025 8:26
790,TCK-1790,resolved,access,Issue 790 subject,Description of issue 790,3/17/2023,3/19/2023,Charlie,11/28/2025 8:26
791,TCK-1791,open,hardware,Issue 791 subject,Description of issue 791,10/20/2023,,Evan,11/28/2025 8:26
792,TCK-1792,in_progress,access,Issue 792 subject,Description of issue 792,2/3/2024,,Charlie,11/28/2025 8:26
793,TCK-1793,closed,access,Issue 793 subject,Description of issue 793,1/8/2024,1/14/2024,Dana,11/28/2025 8:26
794,TCK-1794,closed,hardware,Issue 794 subject,Description of issue 794,10/24/2023,10/26/2023,Fiona,11/28/2025 8:26
795,TCK-1795,closed,other,Issue 795 subject,Description of issue 795,12/28/2023,12/28/2023,Bob,11/28/2025 8:26
796,TCK-1796,resolved,software,Issue 796 subject,Description of issue 796,8/8/2024,8/14/2024,Bob,11/28/2025 8:26
797,TCK-1797,open,software,Issue 797 subject,Description of issue 797,4/23/2023,,Bob,11/28/2025 8:26
798,TCK-1798,resolved,network,Issue 798 subject,Description of issue 798,8/7/2024,8/15/2024,Evan,11/28/2025 8:26
799,TCK-1799,resolved,hardware,Issue 799 subject,Description of issue 799,10/14/2023,10/15/2023,Fiona,11/28/2025 8:26
800,TCK-1800,resolved,other,Issue 800 subject,Description of issue 800,4/30/2024,5/6/2024,Charlie,11/28/2025 8:26
801,TCK-1801,closed,other,Issue 801 subject,Description of issue 801,9/22/2023,10/1/2023,Dana,11/28/2025 8:26
802,TCK-1802,resolved,access,Issue 802 subject,Description of issue 802,10/26/2024,10/29/2024,Charlie,11/28/2025 8:26
803,TCK-1803,open,other,Issue 803 subject,Description of issue 803,10/15/2024,,Alice,11/28/2025 8:26
804,TCK-1804,closed,other,Issue 804 subject,Description of issue 804,11/13/2023,11/17/2023,Dana,11/28/2025 8:26
805,TCK-1805,resolved,other,Issue 805 subject,Description of issue 805,6/2/2024,6/12/2024,Fiona,11/28/2025 8:26
806,TCK-1806,closed,network,Issue 806 subject,Description of issue 806,1/11/2023,1/14/2023,Evan,11/28/2025 8:26
807,TCK-1807,in_progress,access,Issue 807 subject,Description of issue 807,10/28/2024,,Alice,11/28/2025 8:26
808,TCK-1808,open,access,Issue 808 subject,Description of issue 808,3/30/2024,,Dana,11/28/2025 8:26
809,TCK-1809,closed,other,Issue 809 subject,Description of issue 809,9/29/2024,10/7/2024,Charlie,11/28/2025 8:26
810,TCK-1810,closed,access,Issue 810 subject,Description of issue 810,7/8/2024,7/13/2024,Bob,11/28/2025 8:26
811,TCK-1811,resolved,other,Issue 811 subject,Description of issue 811,7/7/2024,7/9/2024,Charlie,11/28/2025 8:26
812,TCK-1812,resolved,other,Issue 812 subject,Description of issue 812,9/3/2024,9/12/2024,Bob,11/28/2025 8:26
813,TCK-1813,in_progress,hardware,Issue 813 subject,Description of issue 813,8/15/2024,,Alice,11/28/2025 8:26
814,TCK-1814,closed,network,Issue 814 subject,Description of issue 814,9/16/2024,9/26/2024,Alice,11/28/2025 8:26
815,TCK-1815,closed,network,Issue 815 subject,Description of issue 815,11/24/2024,12/2/2024,Charlie,11/28/2025 8:26
816,TCK-1816,resolved,other,Issue 816 subject,Description of issue 816,11/26/2024,12/6/2024,Charlie,11/28/2025 8:26
817,TCK-1817,open,network,Issue 817 subject,Description of issue 817,6/14/2023,,Charlie,11/28/2025 8:26
818,TCK-1818,closed,access,Issue 818 subject,Description of issue 818,7/22/2024,7/31/2024,Bob,11/28/2025 8:26
819,TCK-1819,in_progress,hardware,Issue 819 subject,Description of issue 819,12/2/2023,,Charlie,11/28/2025 8:26
820,TCK-1820,open,network,Issue 820 subject,Description of issue 820,12/29/2023,,Evan,11/28/2025 8:26
821,TCK-1821,closed,network,Issue 821 subject,Description of issue 821,6/29/2024,7/1/2024,Bob,11/28/2025 8:26
822,TCK-1822,resolved,hardware,Issue 822 subject,Description of issue 822,12/24/2023,12/29/2023,Evan,11/28/2025 8:26
823,TCK-1823,closed,other,Issue 823 subject,Description of issue 823,5/31/2024,6/10/2024,Alice,11/28/2025 8:26
824,TCK-1824,closed,network,Issue 824 subject,Description of issue 824,1/3/2023,1/3/2023,Dana,11/28/2025 8:26
825,TCK-1825,open,other,Issue 825 subject,Description of issue 825,10/2/2024,,Evan,11/28/2025 8:26
826,TCK-1826,closed,hardware,Issue 826 subject,Description of issue 826,6/12/2023,6/15/2023,Bob,11/28/2025 8:26
827,TCK-1827,closed,network,Issue 827 subject,Description of issue 827,5/25/2024,6/3/2024,Alice,11/28/2025 8:26
828,TCK-1828,in_progress,access,Issue 828 subject,Description of issue 828,9/12/2024,,Charlie,11/28/2025 8:26
829,TCK-1829,closed,software,Issue 829 subject,Description of issue 829,9/2/2024,9/3/2024,Evan,11/28/2025 8:26
830,TCK-1830,open,other,Issue 830 subject,Description of issue 830,9/22/2023,,Fiona,11/28/2025 8:26
831,TCK-1831,open,software,Issue 831 subject,Description of issue 831,4/13/2024,,Alice,11/28/2025 8:26
832,TCK-1832,resolved,hardware,Issue 832 subject,Description of issue 832,8/18/2024,8/28/2024,Alice,11/28/2025 8:26
833,TCK-1833,resolved,software,Issue 833 subject,Description of issue 833,10/7/2023,10/9/2023,Charlie,11/28/2025 8:26
834,TCK-1834,open,other,Issue 834 subject,Description of issue 834,2/26/2023,,Alice,11/28/2025 8:26
835,TCK-1835,open,software,Issue 835 subject,Description of issue 835,7/28/2023,,Evan,11/28/2025 8:26
836,TCK-1836,resolved,other,Issue 836 subject,Description of issue 836,6/27/2024,7/1/2024,Charlie,11/28/2025 8:26
837,TCK-1837,closed,hardware,Issue 837 subject,Description of issue 837,3/14/2023,3/16/2023,Evan,11/28/2025 8:26
838,TCK-1838,open,other,Issue 838 subject,Description of issue 838,11/25/2024,,Fiona,11/28/2025 8:26
839,TCK-1839,resolved,hardware,Issue 839 subject,Description of issue 839,7/22/2023,7/31/2023,Bob,11/28/2025 8:26
840,TCK-1840,resolved,other,Issue 840 subject,Description of issue 840,11/3/2023,11/11/2023,Alice,11/28/2025 8:26
841,TCK-1841,in_progress,other,Issue 841 subject,Description of issue 841,5/3/2023,,Alice,11/28/2025 8:26
842,TCK-1842,closed,hardware,Issue 842 subject,Description of issue 842,3/6/2024,3/11/2024,Bob,11/28/2025 8:26
843,TCK-1843,open,network,Issue 843 subject,Description of issue 843,2/28/2024,,Fiona,11/28/2025 8:26
844,TCK-1844,open,other,Issue 844 subject,Description of issue 844,11/4/2024,,Alice,11/28/2025 8:26
845,TCK-1845,resolved,network,Issue 845 subject,Description of issue 845,6/18/2024,6/24/2024,Charlie,11/28/2025 8:26
846,TCK-1846,closed,access,Issue 846 subject,Description of issue 846,4/3/2023,4/8/2023,Evan,11/28/2025 8:26
847,TCK-1847,resolved,other,Issue 847 subject,Description of issue 847,10/3/2024,10/5/2024,Dana,11/28/2025 8:26
848,TCK-1848,in_progress,access,Issue 848 subject,Description of issue 848,8/19/2023,,Fiona,11/28/2025 8:26
849,TCK-1849,resolved,network,Issue 849 subject,Description of issue 849,1/14/2023,1/17/2023,Evan,11/28/2025 8:26
850,TCK-1850,closed,access,Issue 850 subject,Description of issue 850,10/30/2023,11/8/2023,Dana,11/28/2025 8:26
851,TCK-1851,closed,access,Issue 851 subject,Description of issue 851,9/15/2024,9/23/2024,Evan,11/28/2025 8:26
852,TCK-1852,resolved,network,Issue 852 subject,Description of issue 852,8/1/2023,8/5/2023,Alice,11/28/2025 8:26
853,TCK-1853,closed,software,Issue 853 subject,Description of issue 853,8/29/2024,9/5/2024,Evan,11/28/2025 8:26
854,TCK-1854,resolved,access,Issue 854 subject,Description of issue 854,2/9/2023,2/16/2023,Dana,11/28/2025 8:26
855,TCK-1855,closed,software,Issue 855 subject,Description of issue 855,3/4/2023,3/12/2023,Dana,11/28/2025 8:26
856,TCK-1856,closed,hardware,Issue 856 subject,Description of issue 856,3/6/2024,3/9/2024,Charlie,11/28/2025 8:26
857,TCK-1857,resolved,network,Issue 857 subject,Description of issue 857,10/4/2023,10/14/2023,Fiona,11/28/2025 8:26
858,TCK-1858,in_progress,access,Issue 858 subject,Description of issue 858,6/13/2024,,Dana,11/28/2025 8:26
859,TCK-1859,closed,hardware,Issue 859 subject,Description of issue 859,1/18/2023,1/20/2023,Bob,11/28/2025 8:26
860,TCK-1860,in_progress,access,Issue 860 subject,Description of issue 860,11/24/2023,,Fiona,11/28/2025 8:26
861,TCK-1861,resolved,access,Issue 861 subject,Description of issue 861,8/21/2024,8/29/2024,Alice,11/28/2025 8:26
862,TCK-1862,open,access,Issue 862 subject,Description of issue 862,11/24/2024,,Bob,11/28/2025 8:26
863,TCK-1863,in_progress,other,Issue 863 subject,Description of issue 863,5/25/2024,,Alice,11/28/2025 8:26
864,TCK-1864,resolved,other,Issue 864 subject,Description of issue 864,3/28/2023,3/29/2023,Evan,11/28/2025 8:26
865,TCK-1865,closed,access,Issue 865 subject,Description of issue 865,1/6/2023,1/16/2023,Charlie,11/28/2025 8:26
866,TCK-1866,open,software,Issue 866 subject,Description of issue 866,12/16/2023,,Dana,11/28/2025 8:26
867,TCK-1867,closed,access,Issue 867 subject,Description of issue 867,9/10/2024,9/15/2024,Alice,11/28/2025 8:26
868,TCK-1868,closed,software,Issue 868 subject,Description of issue 868,9/29/2023,9/30/2023,Fiona,11/28/2025 8:26
869,TCK-1869,closed,other,Issue 869 subject,Description of issue 869,7/20/2023,7/26/2023,Alice,11/28/2025 8:26
870,TCK-1870,closed,other,Issue 870 subject,Description of issue 870,10/24/2024,10/31/2024,Bob,11/28/2025 8:26
871,TCK-1871,closed,network,Issue 871 subject,Description of issue 871,1/27/2024,2/2/2024,Evan,11/28/2025 8:26
872,TCK-1872,resolved,hardware,Issue 872 subject,Description of issue 872,11/23/2023,11/26/2023,Charlie,11/28/2025 8:26
873,TCK-1873,closed,access,Issue 873 subject,Description of issue 873,3/3/2024,3/11/2024,Fiona,11/28/2025 8:26
874,TCK-1874,closed,software,Issue 874 subject,Description of issue 874,5/19/2023,5/28/2023,Alice,11/28/2025 8:26
875,TCK-1875,closed,network,Issue 875 subject,Description of issue 875,3/5/2024,3/14/2024,Charlie,11/28/2025 8:26
876,TCK-1876,closed,access,Issue 876 subject,Description of issue 876,1/6/2023,1/6/2023,Evan,11/28/2025 8:26
877,TCK-1877,closed,other,Issue 877 subject,Description of issue 877,10/7/2023,10/9/2023,Evan,11/28/2025 8:26
878,TCK-1878,resolved,hardware,Issue 878 subject,Description of issue 878,3/30/2023,3/30/2023,Evan,11/28/2025 8:26
879,TCK-1879,closed,software,Issue 879 subject,Description of issue 879,6/17/2024,6/20/2024,Charlie,11/28/2025 8:26
880,TCK-1880,closed,other,Issue 880 subject,Description of issue 880,1/4/2024,1/5/2024,Dana,11/28/2025 8:26
881,TCK-1881,resolved,access,Issue 881 subject,Description of issue 881,3/11/2024,3/21/2024,Charlie,11/28/2025 8:26
882,TCK-1882,in_progress,other,Issue 882 subject,Description of issue 882,1/14/2024,,Alice,11/28/2025 8:26
883,TCK-1883,resolved,other,Issue 883 subject,Description of issue 883,6/25/2024,6/25/2024,Fiona,11/28/2025 8:26
884,TCK-1884,closed,network,Issue 884 subject,Description of issue 884,5/7/2023,5/16/2023,Charlie,11/28/2025 8:26
885,TCK-1885,resolved,software,Issue 885 subject,Description of issue 885,12/7/2023,12/9/2023,Fiona,11/28/2025 8:26
886,TCK-1886,resolved,hardware,Issue 886 subject,Description of issue 886,8/1/2023,8/3/2023,Evan,11/28/2025 8:26
887,TCK-1887,open,other,Issue 887 subject,Description of issue 887,2/23/2024,,Dana,11/28/2025 8:26
888,TCK-1888,closed,other,Issue 888 subject,Description of issue 888,8/29/2023,9/5/2023,Alice,11/28/2025 8:26
889,TCK-1889,in_progress,hardware,Issue 889 subject,Description of issue 889,2/6/2023,,Charlie,11/28/2025 8:26
890,TCK-1890,resolved,software,Issue 890 subject,Description of issue 890,10/13/2023,10/19/2023,Dana,11/28/2025 8:26
891,TCK-1891,resolved,hardware,Issue 891 subject,Description of issue 891,8/22/2024,8/29/2024,Dana,11/28/2025 8:26
892,TCK-1892,closed,other,Issue 892 subject,Description of issue 892,7/13/2023,7/22/2023,Dana,11/28/2025 8:26
893,TCK-1893,closed,software,Issue 893 subject,Description of issue 893,7/2/2024,7/9/2024,Dana,11/28/2025 8:26
894,TCK-1894,closed,network,Issue 894 subject,Description of issue 894,5/19/2023,5/24/2023,Evan,11/28/2025 8:26
895,TCK-1895,resolved,hardware,Issue 895 subject,Description of issue 895,7/21/2024,7/24/2024,Bob,11/28/2025 8:26
896,TCK-1896,closed,hardware,Issue 896 subject,Description of issue 896,3/30/2024,3/30/2024,Bob,11/28/2025 8:26
897,TCK-1897,open,hardware,Issue 897 subject,Description of issue 897,8/14/2024,,Charlie,11/28/2025 8:26
898,TCK-1898,resolved,access,Issue 898 subject,Description of issue 898,6/14/2023,6/14/2023,Fiona,11/28/2025 8:26
899,TCK-1899,resolved,software,Issue 899 subject,Description of issue 899,8/25/2024,9/2/2024,Evan,11/28/2025 8:26
900,TCK-1900,in_progress,software,Issue 900 subject,Description of issue 900,5/7/2024,,Alice,11/28/2025 8:26
901,TCK-1901,resolved,network,Issue 901 subject,Description of issue 901,8/20/2024,8/20/2024,Evan,11/28/2025 8:26
902,TCK-1902,resolved,network,Issue 902 subject,Description of issue 902,2/11/2024,2/17/2024,Alice,11/28/2025 8:26
903,TCK-1903,closed,hardware,Issue 903 subject,Description of issue 903,9/13/2023,9/22/2023,Dana,11/28/2025 8:26
904,TCK-1904,resolved,network,Issue 904 subject,Description of issue 904,5/25/2023,5/28/2023,Fiona,11/28/2025 8:26
905,TCK-1905,resolved,software,Issue 905 subject,Description of issue 905,8/19/2023,8/20/2023,Dana,11/28/2025 8:26
906,TCK-1906,resolved,network,Issue 906 subject,Description of issue 906,2/16/2024,2/24/2024,Charlie,11/28/2025 8:26
907,TCK-1907,closed,access,Issue 907 subject,Description of issue 907,2/26/2023,3/4/2023,Fiona,11/28/2025 8:26
908,TCK-1908,resolved,access,Issue 908 subject,Description of issue 908,8/2/2024,8/11/2024,Bob,11/28/2025 8:26
909,TCK-1909,in_progress,network,Issue 909 subject,Description of issue 909,10/9/2023,,Bob,11/28/2025 8:26
910,TCK-1910,closed,software,Issue 910 subject,Description of issue 910,1/7/2024,1/8/2024,Alice,11/28/2025 8:26
911,TCK-1911,resolved,hardware,Issue 911 subject,Description of issue 911,6/9/2024,6/15/2024,Charlie,11/28/2025 8:26
912,TCK-1912,closed,network,Issue 912 subject,Description of issue 912,4/1/2024,4/2/2024,Charlie,11/28/2025 8:26
913,TCK-1913,resolved,access,Issue 913 subject,Description of issue 913,4/15/2024,4/24/2024,Charlie,11/28/2025 8:26
914,TCK-1914,closed,network,Issue 914 subject,Description of issue 914,11/19/2023,11/29/2023,Evan,11/28/2025 8:26
915,TCK-1915,in_progress,other,Issue 915 subject,Description of issue 915,1/12/2024,,Alice,11/28/2025 8:26
916,TCK-1916,closed,access,Issue 916 subject,Description of issue 916,4/16/2024,4/25/2024,Fiona,11/28/2025 8:26
917,TCK-1917,resolved,network,Issue 917 subject,Description of issue 917,8/7/2024,8/17/2024,Fiona,11/28/2025 8:26
918,TCK-1918,in_progress,access,Issue 918 subject,Description of issue 918,6/28/2024,,Charlie,11/28/2025 8:26
919,TCK-1919,closed,software,Issue 919 subject,Description of issue 919,5/6/2024,5/8/2024,Dana,11/28/2025 8:26
920,TCK-1920,closed,other,Issue 920 subject,Description of issue 920,7/11/2024,7/12/2024,Charlie,11/28/2025 8:26
921,TCK-1921,resolved,network,Issue 921 subject,Description of issue 921,6/3/2023,6/10/2023,Bob,11/28/2025 8:26
922,TCK-1922,open,hardware,Issue 922 subject,Description of issue 922,12/22/2023,,Charlie,11/28/2025 8:26
923,TCK-1923,resolved,access,Issue 923 subject,Description of issue 923,4/27/2024,5/3/2024,Dana,11/28/2025 8:26
924,TCK-1924,resolved,other,Issue 924 subject,Description of issue 924,4/3/2024,4/6/2024,Evan,11/28/2025 8:26
925,TCK-1925,closed,access,Issue 925 subject,Description of issue 925,8/8/2023,8/9/2023,Bob,11/28/2025 8:26
926,TCK-1926,resolved,software,Issue 926 subject,Description of issue 926,1/13/2024,1/21/2024,Dana,11/28/2025 8:26
927,TCK-1927,closed,access,Issue 927 subject,Description of issue 927,8/29/2024,9/2/2024,Charlie,11/28/2025 8:26
928,TCK-1928,open,software,Issue 928 subject,Description of issue 928,5/6/2024,,Fiona,11/28/2025 8:26
929,TCK-1929,resolved,network,Issue 929 subject,Description of issue 929,9/28/2024,9/29/2024,Evan,11/28/2025 8:26
930,TCK-1930,closed,software,Issue 930 subject,Description of issue 930,4/30/2023,5/2/2023,Evan,11/28/2025 8:26
931,TCK-1931,resolved,access,Issue 931 subject,Description of issue 931,9/18/2023,9/22/2023,Dana,11/28/2025 8:26
932,TCK-1932,resolved,access,Issue 932 subject,Description of issue 932,7/29/2023,8/4/2023,Dana,11/28/2025 8:26
933,TCK-1933,resolved,hardware,Issue 933 subject,Description of issue 933,6/26/2024,7/2/2024,Alice,11/28/2025 8:26
934,TCK-1934,resolved,network,Issue 934 subject,Description of issue 934,8/24/2024,8/25/2024,Charlie,11/28/2025 8:26
935,TCK-1935,in_progress,network,Issue 935 subject,Description of issue 935,8/1/2023,,Bob,11/28/2025 8:26
936,TCK-1936,resolved,software,Issue 936 subject,Description of issue 936,3/10/2023,3/12/2023,Bob,11/28/2025 8:26
937,TCK-1937,resolved,other,Issue 937 subject,Description of issue 937,5/17/2023,5/25/2023,Alice,11/28/2025 8:26
